,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
546,Nouvelle-Aquitaine,The capital of [X] is [Y] .,Bordeaux,The arrondissement of [MASK] is an arrondissement of France in the Gironde department in the Aquitaine-Limousin-Poitou-Charentes region.,The arrondissement of Bordeaux is an arrondissement of France in the Gironde department in the Aquitaine-Limousin-Poitou-Charentes region.,['The arrondissement of Bordeaux is an arrondissement of France in the Gironde department in the Aquitaine-Limousin-Poitou-Charentes region.'],The arrondissement of Bordeaux is an arrondissement of France in the Gironde department in the Aquitaine-Limousin-Poitou-Charentes region.,,
547,Kaufman County,The capital of [X] is [Y] .,Kaufman,"Stuart Keith Spitzer (born 1967) is a general surgeon from [MASK], who is a Republican member of the Texas House of Representatives from District 4, which encompasses Kaufman County and part of Spitzer's native Henderson County east of Dallas.","Stuart Keith Spitzer (born 1967) is a general surgeon from Kaufman, who is a Republican member of the Texas House of Representatives from District 4, which encompasses Kaufman County and part of Spitzer's native Henderson County east of Dallas.","[""stuart keith spitzer born 1967 is a general surgeon from kaufman and a republican in the texas house of representatives representing district 4 that includes kaufman county and part of spitzer's native henderson county east of dallas"", ""stuart keith spitzer born 1967 is a general surgery specialist from kaufman and is a republican member of the texas house of representatives from district 4 which includes kaufman county and part of spitzer's native henderson county east of dallas"", ""stuart keith spitzer born 1967 is a general surgeon from kaufman who is a republican member of the texas house of representatives of district 4 which covers kaufman county and part of spitzer's native henderson county east of dallas""]",Kaufman keith spitzer born 1967 is a general surgeon from [MASK] and a republican in the texas house of representatives representing district 4 that includes kaufman county and part of spitzer's native henderson county east of dallas,Kaufman keith spitzer born 1967 is a general surgery specialist from [MASK] and is a republican member of the texas house of representatives from district 4 which includes kaufman county and part of spitzer's native henderson county east of dallas,Kaufman keith spitzer born 1967 is a general surgeon from [MASK] who is a republican member of the texas house of representatives of district 4 which covers kaufman county and part of spitzer's native henderson county east of dallas
548,North West England,The capital of [X] is [Y] .,Manchester,The Manchester Ship Canal is a 36-mile-long (58 km) inland waterway in the North West of England linking [MASK] to the Irish Sea.,The Manchester Ship Canal is a 36-mile-long (58 km) inland waterway in the North West of England linking Manchester to the Irish Sea.,"['the manchester ship canal is a 36-mile inland waterway 58 km long in the north west of england linking manchester to the irish sea', 'the manchester ship canal is a 36-mile-long 58-kilometer inland waterway in the north west of england connecting manchester to the irish sea', 'the manchester ship canal is a 36 mile inland waterway in the north west of england linking manchester to the irish sea']",the Manchester ship canal is a 36-mile inland waterway 58 km long in the north west of england linking [MASK] to the irish sea,the Manchester ship canal is a 36-mile-long 58-kilometer inland waterway in the north west of england connecting [MASK] to the irish sea,the Manchester ship canal is a 36 mile inland waterway in the north west of england linking [MASK] to the irish sea
549,Canton of Geneva,The capital of [X] is [Y] .,Geneva,"In 2011, the compact agglomération franco-valdo-genevoise (Greater Geneva or Grand [MASK]) had 915,000 inhabitants in both – Switzerland and France (< 30mins distance).","In 2011, the compact agglomération franco-valdo-genevoise (Greater Geneva or Grand Geneva) had 915,000 inhabitants in both – Switzerland and France (< 30mins distance).","['In 2011, the compact agglomération franco-valdo-genevoise (Greater Geneva or Grand Geneva) had 915,000 inhabitants in both – Switzerland and France (< 30mins distance).']","In 2011, the compact agglomération franco-valdo-genevoise (Greater Geneva or Grand Geneva) had 915,000 inhabitants in both – Switzerland and France (< 30mins distance).",,
550,Gladstone Region,The capital of [X] is [Y] .,Gladstone,"Barney Point is a beachside suburb of [MASK], Australia within the local government area of Gladstone Region.","Barney Point is a beachside suburb of Gladstone, Australia within the local government area of Gladstone Region.","['barney point is a beachside suburb of gladstone australia in the local government area of the gladstone region', 'barney point is a beachside suburb of gladstone australia within the local government area of the gladstone region']",barney point is a beachside suburb of [MASK] australia in the local government area of the gladstone region,barney point is a beachside suburb of [MASK] australia within the local government area of the gladstone region,
551,People's Republic of China,The capital of [X] is [Y] .,Beijing,"The PRC is a one-party state governed by the Communist Party, with its seat of government in the capital city of [MASK].","The PRC is a one-party state governed by the Communist Party, with its seat of government in the capital city of Beijing.","['the prc is a one-party state governed by the communist party with its administrative seat in beijing', 'the prc is a one party state of the communist party with its office in the capital city beijing', 'the prc is a one-party state governed by the communist party with its seat of government in the capital beijing']",the prc is a one-party state governed by the communist party with its administrative seat in [MASK],the prc is a one party state of the communist party with its office in the capital city [MASK],the prc is a one-party state governed by the communist party with its seat of government in the capital [MASK]
552,Punjab,The capital of [X] is [Y] .,Lahore,"Model Town is one of residential suburbs of [MASK], Punjab, Pakistan.","Model Town is one of residential suburbs of Lahore, Punjab, Pakistan.","['Model Town is one of residential suburbs of Lahore, Punjab, Pakistan.']","Model Town is one of residential suburbs of Lahore, Punjab, Pakistan.",,
553,Old Kingdom of Egypt,The capital of [X] is [Y] .,Memphis,Many Egyptologists also include the [MASK] Seventh and Eighth Dynasties in the Old Kingdom as a continuation of the administration centralized at Memphis.,Many Egyptologists also include the Memphis Seventh and Eighth Dynasties in the Old Kingdom as a continuation of the administration centralized at Memphis.,"['many egyptologists also include the memphis seventh and eighth dynasties in the old kingdom as a continuation of the central administration in memphis', 'many egyptologists also include the memphis seventh and eighth dynasties in the old kingdom as a continuation of the memphis administration centralized in memphis']",Memphis egyptologists also include the [MASK] seventh and eighth dynasties in the old kingdom as a continuation of the central administration in memphis,Memphis egyptologists also include the [MASK] seventh and eighth dynasties in the old kingdom as a continuation of the memphis administration centralized in memphis,
554,Kingdom of Galicia and Lodomeria,The capital of [X] is [Y] .,Lviv,"He was born in [MASK], Austria-Hungary, part of Polish Galicia (now Lviv, Ukraine), to a family of Jewish origin.","He was born in Lviv, Austria-Hungary, part of Polish Galicia (now Lviv, Ukraine), to a family of Jewish origin.","['He was born in Lviv, Austria-Hungary, part of Polish Galicia (now Lviv, Ukraine), to a family of Jewish origin.']","He was born in Lviv, Austria-Hungary, part of Polish Galicia (now Lviv, Ukraine), to a family of Jewish origin.",,
555,Bermuda,The capital of [X] is [Y] .,Hamilton,"Dean Anthony Minors (born January 6, 1970 in [MASK]) is a Bermudian cricketer, who played as wicketkeeper with the Bermuda national cricket team in their first ever One Day International when they played Canada on 17 May 2006.","Dean Anthony Minors (born January 6, 1970 in Hamilton) is a Bermudian cricketer, who played as wicketkeeper with the Bermuda national cricket team in their first ever One Day International when they played Canada on 17 May 2006.","['Dean Anthony Minors (born January 6, 1970 in Hamilton) is a Bermudian cricketer, who played as wicketkeeper with the Bermuda national cricket team in their first ever One Day International when they played Canada on 17 May 2006.']","Dean Anthony Minors (born January 6, 1970 in Hamilton) is a Bermudian cricketer, who played as wicketkeeper with the Bermuda national cricket team in their first ever One Day International when they played Canada on 17 May 2006.",,
556,County Armagh,The capital of [X] is [Y] .,Armagh,The civil parish is situated in the historic baronies of Armagh and Tiranny and is within the [MASK] and District Council area.,The civil parish is situated in the historic baronies of Armagh and Tiranny and is within the Armagh and District Council area.,['The civil parish is situated in the historic baronies of Armagh and Tiranny and is within the Armagh and District Council area.'],The civil parish is situated in the historic baronies of Armagh and Tiranny and is within the Armagh and District Council area.,,
