obj_label,masked_sentence,masked_sentence_roberta
1967,"Suzy Whaley (born c [MASK]) is a professional golfer, from Connecticut, who, in 2003, became the first woman in 58 years to qualify for a PGA Tour event when she qualified for the 2003 Greater Hartford Open, after winning the 2002 Connecticut Section PGA Championship .","Suzy Whaley (born c <mask>) is a professional golfer, from Connecticut, who, in 2003, became the first woman in 58 years to qualify for a PGA Tour event when she qualified for the 2003 Greater Hartford Open, after winning the 2002 Connecticut Section PGA Championship ."
1953,"He was born in Maryville, Tennessee in [MASK] and received a Bachelor of Music degree from Furman University in 1975, and went on to receive a Master of Music degree from University of Louisiana at Monroe, formerly Northeast Louisiana University .","He was born in Maryville, Tennessee in <mask> and received a Bachelor of Music degree from Furman University in 1975, and went on to receive a Master of Music degree from University of Louisiana at Monroe, formerly Northeast Louisiana University ."
1978,She was born in Basra in [MASK] .,She was born in Basra in <mask> .
1983,Joyce Hilster (born [MASK]) is a Dutch team handball player .,Joyce Hilster (born <mask>) is a Dutch team handball player .
1954,"Oscar Haza is a journalist born in the Dominican Republic in [MASK], who at the age of 22 moved to Miami to pursue his career in journalism .","Oscar Haza is a journalist born in the Dominican Republic in <mask>, who at the age of 22 moved to Miami to pursue his career in journalism ."
1943,Ron Warhurst (born c [MASK]) is a former American track and field coach .,Ron Warhurst (born c <mask>) is a former American track and field coach .
1951,Taysir Abu Saada (born [MASK] in Gaza Strip) is a former member of the PLO and the founder of the Christian Ministry Hope For Ishmael after he converted to Christianity .,Taysir Abu Saada (born <mask> in Gaza Strip) is a former member of the PLO and the founder of the Christian Ministry Hope For Ishmael after he converted to Christianity .
1984,"Guilnar Majdalani () (born in Adonis, Lebanon on 2 June [MASK]) is a Lebanese Pianist and a Piano Teacher .","Guilnar Majdalani () (born in Adonis, Lebanon on 2 June <mask>) is a Lebanese Pianist and a Piano Teacher ."
1962,"Bobby Jones (born January 9, [MASK]) is an American basketball coach .","Bobby Jones (born January 9, <mask>) is an American basketball coach ."
1949,"Jiawei Han, born in Shanghai, China on 11 August [MASK], is a renowned computer scientist who specializes in research on Data Mining .","Jiawei Han, born in Shanghai, China on 11 August <mask>, is a renowned computer scientist who specializes in research on Data Mining ."
1959,"Robert Yonover, born in [MASK], is an American scientist and inventor .","Robert Yonover, born in <mask>, is an American scientist and inventor ."
1952,"Richard Stevenson is a Canadian poet, born in Victoria, British Columbia in [MASK], he now lives in Lethbridge, Alberta .","Richard Stevenson is a Canadian poet, born in Victoria, British Columbia in <mask>, he now lives in Lethbridge, Alberta ."
1970,"Dana Berger (Hebrew: דנה ברגר; born 1 November [MASK]) is an Israeli singer-songwriter and occasional actress, who is a graduate of the Rimon school of contemporary music .","Dana Berger (Hebrew: דנה ברגר; born 1 November <mask>) is an Israeli singer-songwriter and occasional actress, who is a graduate of the Rimon school of contemporary music ."
1964,Sri Raghavendra Guruji was born in [MASK] .,Sri Raghavendra Guruji was born in <mask> .
1987,Oscar Möller (born 15 April [MASK]) is a Swedish footballer .,Oscar Möller (born 15 April <mask>) is a Swedish footballer .
1884,"Oliver Plunkett was born in [MASK] in Dublin, Ireland .","Oliver Plunkett was born in <mask> in Dublin, Ireland ."
1882,Sanjiva Rao was born in [MASK] in the town of Palladam near Coimbatore in a Thanjavur Marathi family .,Sanjiva Rao was born in <mask> in the town of Palladam near Coimbatore in a Thanjavur Marathi family .
1979,"Katrice Lee was born on 28 November [MASK], in BMH, (British Military Hospital), Rinteln in West Germany, and spent the first two years of her life in Paderborn .","Katrice Lee was born on 28 November <mask>, in BMH, (British Military Hospital), Rinteln in West Germany, and spent the first two years of her life in Paderborn ."
1915,"Anthony Venzon (June 4, [MASK] - September 20, 1971) was a professional baseball umpire who worked in the National League from 1957 to 1971 .","Anthony Venzon (June 4, <mask> - September 20, 1971) was a professional baseball umpire who worked in the National League from 1957 to 1971 ."
1920,"=Biography= Dr Richard Oriani was born in El Salvador in [MASK], to a mother of Spanish descent and a father of Italian descent .","=Biography= Dr Richard Oriani was born in El Salvador in <mask>, to a mother of Spanish descent and a father of Italian descent ."
1937,"Hanin was born in [MASK] in Shanghai, China to a Jewish family .","Hanin was born in <mask> in Shanghai, China to a Jewish family ."
1939,He was born in Poonch in [MASK] and shifted to town of Bagh after partition .,He was born in Poonch in <mask> and shifted to town of Bagh after partition .
1924,"Rosemary Magrill (stage name Rose Marie Magrill, born [MASK]) was Miss Florida in 1939 .","Rosemary Magrill (stage name Rose Marie Magrill, born <mask>) was Miss Florida in 1939 ."
1835,"Ansel was born November 1, [MASK] in Conquinbroom County, New York, the eldest of six children of Oron and Jane Watrous .","Ansel was born November 1, <mask> in Conquinbroom County, New York, the eldest of six children of Oron and Jane Watrous ."
1962,"Dr Kelly was born in [MASK] and resides in Charleston, South Carolina .","Dr Kelly was born in <mask> and resides in Charleston, South Carolina ."
1955,"Pinky Agnew, born in [MASK] in Port Chalmers, is an actor, author, social commentator, and wedding celebrant based in Wellington in New Zealand .","Pinky Agnew, born in <mask> in Port Chalmers, is an actor, author, social commentator, and wedding celebrant based in Wellington in New Zealand ."
1985,"Shaaiq Choudhry (born 3 November [MASK], Rotherham, South Yorkshire) is an English cricketer who currently plays for Worcestershire County Cricket Club .","Shaaiq Choudhry (born 3 November <mask>, Rotherham, South Yorkshire) is an English cricketer who currently plays for Worcestershire County Cricket Club ."
1974,"Sousa was born November 21, [MASK] in McKees Rocks, Pennsylvania .","Sousa was born November 21, <mask> in McKees Rocks, Pennsylvania ."
1953,Callixte Nzabonimana (born [MASK]) is a former Rwandan politician who is accused of participating in the Rwandan Genocide .,Callixte Nzabonimana (born <mask>) is a former Rwandan politician who is accused of participating in the Rwandan Genocide .
1974,"Eyal Hertzog (August 13, [MASK]) is the co-founder and current CCO of the popular video sharing website Metacafe .","Eyal Hertzog (August 13, <mask>) is the co-founder and current CCO of the popular video sharing website Metacafe ."
1961,"Robert J H Morrison, born [MASK] is a Canadian academic, who is a Professor of English at Queen's University, Kingston, Ontario .","Robert J H Morrison, born <mask> is a Canadian academic, who is a Professor of English at Queen's University, Kingston, Ontario ."
1963,Emine Ülker Tarhan (born 29 November [MASK]) is a Turkish politician with the Republican People's Party (CHP) .,Emine Ülker Tarhan (born 29 November <mask>) is a Turkish politician with the Republican People's Party (CHP) .
1826,"Nickerson was born in Swanville, Maine in [MASK] .","Nickerson was born in Swanville, Maine in <mask> ."
1932,"Terence D'Souza was born in [MASK] in Jacobabad, Sindh, British India (now Pakistan) .","Terence D'Souza was born in <mask> in Jacobabad, Sindh, British India (now Pakistan) ."
1962,Rajko Ostojić (born 19 February [MASK]) is a Croatian politician and member of the Social Democratic Party of Croatia (SDP) .,Rajko Ostojić (born 19 February <mask>) is a Croatian politician and member of the Social Democratic Party of Croatia (SDP) .
1956,"Amari Saifi (born c [MASK]), also known under his aliases Abou Haidara or Abderrazak le Para, is one of the leaders of the Islamist militia Salafist Group for Preaching and Combat (GSPC) .","Amari Saifi (born c <mask>), also known under his aliases Abou Haidara or Abderrazak le Para, is one of the leaders of the Islamist militia Salafist Group for Preaching and Combat (GSPC) ."
1968,"The son of a Holocaust survivor and a Mexican Jew, Mr Lubetzky was born in [MASK] and raised in Mexico City, where he began his education in Hebrew, English, Spanish and Yiddish .","The son of a Holocaust survivor and a Mexican Jew, Mr Lubetzky was born in <mask> and raised in Mexico City, where he began his education in Hebrew, English, Spanish and Yiddish ."
1600,"The son of Elizabeth Small and the Perthshire minister Henry Guthrie, he was born around [MASK] in Coupar Angus, a town in southern Scotland, in the modern region of Perth and Kinross .","The son of Elizabeth Small and the Perthshire minister Henry Guthrie, he was born around <mask> in Coupar Angus, a town in southern Scotland, in the modern region of Perth and Kinross ."
1976,"Edward Watson, born in Bromley, in [MASK], trained at The Royal Ballet School, he joined the Royal Ballet company in 1994 he is a principal dancer and at the National Dance Awards in 2008 won 'Best Male Dancer' .","Edward Watson, born in Bromley, in <mask>, trained at The Royal Ballet School, he joined the Royal Ballet company in 1994 he is a principal dancer and at the National Dance Awards in 2008 won 'Best Male Dancer' ."
1987,"Li Jiahang (, born March 8, [MASK]) is a Chinese actor .","Li Jiahang (, born March 8, <mask>) is a Chinese actor ."
1964,"Goro Tameike was born on March 28, [MASK] .","Goro Tameike was born on March 28, <mask> ."
1992,"Minerva Mendez (born August 10, [MASK], Hollywood, California) is an American model and actress, best known for her online presence and networking in the industry .","Minerva Mendez (born August 10, <mask>, Hollywood, California) is an American model and actress, best known for her online presence and networking in the industry ."
1885,"Ali Shamsi Pasha (also spelled Shamsy, Shemsi, or Chamsi) was born in Egypt in [MASK] the scion of senior members of the Tufenkjians, an Ottoman mounted military corps dating back to the 17th century when Egypt was ruled by walis or governors appointed by the sultan in Istanbul .","Ali Shamsi Pasha (also spelled Shamsy, Shemsi, or Chamsi) was born in Egypt in <mask> the scion of senior members of the Tufenkjians, an Ottoman mounted military corps dating back to the 17th century when Egypt was ruled by walis or governors appointed by the sultan in Istanbul ."
1949,"Mian Habib Ullah (Born June 14, [MASK]) is a Pakistani businessman, politician and diplomat best known for his association with the Islamabad Stock Exchange and Export Promotion Bureau (Trade Development Authority, Government of Pakistan) .","Mian Habib Ullah (Born June 14, <mask>) is a Pakistani businessman, politician and diplomat best known for his association with the Islamabad Stock Exchange and Export Promotion Bureau (Trade Development Authority, Government of Pakistan) ."
1970,Majid Shahriari (c. [MASK] -- 29 November 2010) was a nuclear engineer who worked with the Iranian Atomic Energy Commission .,Majid Shahriari (c. <mask> -- 29 November 2010) was a nuclear engineer who worked with the Iranian Atomic Energy Commission .
1935,"Walter F DeVerter (born August 25, [MASK]) is a former Republican member of the Pennsylvania House of Representatives .","Walter F DeVerter (born August 25, <mask>) is a former Republican member of the Pennsylvania House of Representatives ."
1988,Águst Þór Jóhannsson (born [MASK]) is an Icelandic team handball coach .,Águst Þór Jóhannsson (born <mask>) is an Icelandic team handball coach .
1900,"General Nathu Singh was born in [MASK], although official records say he was born on 10th may 1902 at Gumanpura in the princely state of Dungarpur .","General Nathu Singh was born in <mask>, although official records say he was born on 10th may 1902 at Gumanpura in the princely state of Dungarpur ."
1977,Sergei Gukov (; born [MASK]) is a string theorist who is a professor of physics at Caltech and at UCSB (University of California Santa Barbara) .,Sergei Gukov (; born <mask>) is a string theorist who is a professor of physics at Caltech and at UCSB (University of California Santa Barbara) .
1952,Bronson was born in [MASK] .,Bronson was born in <mask> .
1958,"Enrico Rossi (born 25 August, [MASK]) is an Italian politician, since 2010 President of Tuscany .","Enrico Rossi (born 25 August, <mask>) is an Italian politician, since 2010 President of Tuscany ."
